audit_timestamp,model_description,overall_status,rule_metric_name,rule_sensitive_feature,rule_operator,threshold_min,threshold_max,actual_value,rule_status,source_excerpt,confidence,disparate_impact_ratio,demographic_parity_difference,selection_rate_min,selection_rate_max,row_count
2026-05-20T09:54:29.901404,loan,FAIL,demographic_parity_difference,Gender,<=,0.005,,0.1667,FAIL,"The difference in interest rates offered to applicants from different demographic groups, after controlling for financial risk factors, shall not exceed 50 basis points (0.5%).",1.0,0.0,0.1667,0.0,0.1667,1000
2026-05-20T09:54:29.901404,loan,FAIL,demographic_parity_difference,Gender,<=,0.1,,0.1667,FAIL,"The rejection rate disparity between any two demographic groups, after controlling for creditworthiness indicators, shall not exceed 10 percentage points.",1.0,0.0,0.1667,0.0,0.1667,1000
