audit_timestamp,model_description,overall_status,rule_metric_name,rule_sensitive_feature,rule_operator,threshold_min,threshold_max,actual_value,rule_status,source_excerpt,confidence,disparate_impact_ratio,demographic_parity_difference,selection_rate_min,selection_rate_max,row_count
2026-05-19T23:11:15.344123,loan eligibility,PASS,disparate_impact_ratio,general,>=,0.8,,0.8927,PASS,Default fairness baseline (80% rule).,0.7,0.8927,0.0582,0.4839,0.5421,200
2026-05-19T23:11:15.344123,loan eligibility,PASS,demographic_parity_difference,general,<=,0.1,,0.0582,PASS,Default parity baseline.,0.7,0.8927,0.0582,0.4839,0.5421,200
