audit_timestamp,model_description,overall_status,rule_metric_name,rule_sensitive_feature,rule_operator,threshold_min,threshold_max,actual_value,rule_status,source_excerpt,confidence,disparate_impact_ratio,demographic_parity_difference,selection_rate_min,selection_rate_max,row_count
2026-05-20T00:32:22.507637,loan,FAIL,demographic_parity_difference,Gender,<=,,0.1,1.0,FAIL,"The rejection rate disparity between any two demographic groups, after controlling for creditworthiness indicators, shall not exceed 10 percentage points.",1.0,0.0,1.0,0.0,1.0,1000
2026-05-20T00:32:22.507637,loan,FAIL,disparate_impact_ratio,Gender,>=,0.7,,0.0,FAIL,Results showing fairness scores below 7/10 on any protected category shall trigger a mandatory remediation plan.,0.7,0.0,1.0,0.0,1.0,1000
